Year,Month,Day,DOY,Flow_cms_obs,Flow_growing,Flow_nongrowing,Flow_NLCD16,Date
2006,2,18,49,2.01,1.752,1.76,1.883,2/18/2006
2006,2,19,50,1.66,1.864,1.507,1.966,2/19/2006
2006,2,20,51,1.56,1.385,1.355,1.827,2/20/2006
2006,2,21,52,1.5,1.251,1.25,1.719,2/21/2006
2006,2,22,53,1.76,1.214,1.186,2.132,2/22/2006
2006,2,23,54,1.92,1.592,1.613,1.78,2/23/2006
2006,2,24,55,1.59,1.439,1.407,1.701,2/24/2006
2006,2,25,56,1.44,1.307,1.223,1.672,2/25/2006
2006,2,26,57,1.38,1.233,1.109,1.627,2/26/2006
2006,2,27,58,1.27,1.182,1.04,1.608,2/27/2006
2006,2,28,59,1.3,1.164,0.9998,1.574,2/28/2006
2006,3,1,60,1.27,1.135,0.9696,1.537,3/1/2006
2006,3,2,61,1.3,1.119,0.9512,1.516,3/2/2006
2006,3,3,62,1.26,1.106,0.9358,1.5,3/3/2006
2006,3,4,63,1.16,1.095,0.9213,1.476,3/4/2006
2006,3,5,64,1.15,1.075,0.8992,1.442,3/5/2006
2006,3,6,65,1.16,1.054,0.8913,1.414,3/6/2006
2006,3,7,66,1.16,1.189,0.8737,1.404,3/7/2006
2006,3,8,67,1.14,1.15,0.8647,1.378,3/8/2006
2006,3,9,68,1.16,1.088,0.8458,1.343,3/9/2006
2006,3,10,69,1.17,1.028,0.8276,1.309,3/10/2006
2006,3,11,70,1.12,1.005,0.8113,1.29,3/11/2006
2006,3,12,71,1.11,0.9903,0.8098,1.279,3/12/2006
2006,3,13,72,1.18,0.9649,0.7857,1.238,3/13/2006
2006,3,14,73,1.16,0.9504,0.7812,1.237,3/14/2006
2006,3,15,74,1.06,0.935,0.765,1.212,3/15/2006
2006,3,16,75,1.03,0.9154,0.754,1.18,3/16/2006
2006,3,17,76,0.99,0.8972,0.7355,1.16,3/17/2006
2006,3,18,77,0.99,0.8809,0.7262,1.136,3/18/2006
2006,3,19,78,0.96,0.865,0.7073,1.114,3/19/2006
2006,3,20,79,0.93,0.8488,0.6985,1.094,3/20/2006
2006,3,21,80,0.97,0.83,0.6842,1.223,3/21/2006
2006,3,22,81,0.98,0.8159,0.6724,1.166,3/22/2006
2006,3,23,82,0.95,0.7967,0.6587,1.091,3/23/2006
2006,3,24,83,0.95,0.7786,0.6414,1.041,3/24/2006
2006,3,25,84,0.96,0.7635,0.6279,1.001,3/25/2006
2006,3,26,85,0.95,0.7454,0.615,0.9752,3/26/2006
2006,3,27,86,0.94,0.7241,0.5971,0.9498,3/27/2006
2006,3,28,87,0.93,0.7207,0.5948,0.936,3/28/2006
2006,3,29,88,0.95,0.7,0.5773,0.9136,3/29/2006
2006,3,30,89,0.93,0.6868,0.567,0.8887,3/30/2006
2006,3,31,90,0.92,0.6653,0.5464,0.8692,3/31/2006
2006,4,1,91,0.95,0.6471,0.5377,0.8471,4/1/2006
2006,4,2,92,0.9,0.634,0.5254,0.8264,4/2/2006
2006,4,3,93,0.93,1.387,1.355,1.29,4/3/2006
2006,4,4,94,1.71,1.168,1.131,1.081,4/4/2006
2006,4,5,95,0.99,0.893,0.8522,0.9236,4/5/2006
2006,4,6,96,0.91,0.7262,0.6734,0.8311,4/6/2006
2006,4,7,97,1.08,1.229,1.248,1.129,4/7/2006
2006,4,8,98,3.48,1.956,1.916,1.885,4/8/2006
2006,4,9,99,2.13,1.899,1.723,1.384,4/9/2006
2006,4,10,100,1.22,1.698,1.765,1.196,4/10/2006
2006,4,11,101,1.08,1.093,1.149,0.9699,4/11/2006
2006,4,12,102,1.02,0.7928,0.8592,0.8264,4/12/2006
2006,4,13,103,1.03,0.6496,0.7248,0.7518,4/13/2006
2006,4,14,104,1.02,0.5648,0.6211,0.7034,4/14/2006
2006,4,15,105,1.01,0.5085,0.5446,0.6651,4/15/2006
2006,4,16,106,0.95,0.4816,0.4962,0.6386,4/16/2006
2006,4,17,107,1.54,1.448,1.533,1.277,4/17/2006
2006,4,18,108,1.52,1.289,1.301,1.031,4/18/2006
2006,4,19,109,1.04,0.9075,0.9289,0.7984,4/19/2006
2006,4,20,110,0.95,0.6502,0.6851,0.629,4/20/2006
2006,4,21,111,0.91,0.8628,0.93,0.7224,4/21/2006
2006,4,22,112,3.23,24.32,25.36,26.59,4/22/2006
2006,4,23,113,9.97,13.71,14.28,12.33,4/23/2006
2006,4,24,114,2.29,6.285,6.437,5.588,4/24/2006
2006,4,25,115,1.5,3.074,3.101,2.882,4/25/2006
2006,4,26,116,1.21,1.711,1.942,1.852,4/26/2006
2006,4,27,117,1.09,1.32,1.615,1.637,4/27/2006
2006,4,28,118,1.02,0.6047,0.9695,0.8817,4/28/2006
2006,4,29,119,0.95,0.3425,0.6859,0.5772,4/29/2006
2006,4,30,120,0.92,0.2282,0.5185,0.4123,4/30/2006
2006,5,1,121,0.9,0.1564,0.4071,0.3204,5/1/2006
2006,5,2,122,0.89,0.1143,0.3253,0.2625,5/2/2006
2006,5,3,123,0.88,0.089,0.2658,0.2257,5/3/2006
2006,5,4,124,0.84,0.06966,0.2158,0.1906,5/4/2006
2006,5,5,125,0.8,0.05231,0.1754,0.1638,5/5/2006
2006,5,6,126,0.77,0.04347,0.1468,0.1478,5/6/2006
2006,5,7,127,0.71,0.1784,0.2714,0.2337,5/7/2006
2006,5,8,128,0.97,0.2083,0.2733,0.2314,5/8/2006
2006,5,9,129,0.92,0.162,0.2097,0.1919,5/9/2006
2006,5,10,130,0.79,0.1206,0.1629,0.1612,5/10/2006
2006,5,11,131,1.08,2.161,2.277,1.749,5/11/2006
2006,5,12,132,4.28,1.839,1.761,1.29,5/12/2006
2006,5,13,133,1.15,1.853,1.83,0.7479,5/13/2006
2006,5,14,134,0.98,1.159,1.393,0.6253,5/14/2006
2006,5,15,135,1.9,1.902,2.049,1.236,5/15/2006
2006,5,16,136,1.04,1.349,1.739,0.7895,5/16/2006
2006,5,17,137,0.84,0.7606,1.062,0.486,5/17/2006
2006,5,18,138,0.97,0.4282,0.6738,0.3323,5/18/2006
2006,5,19,139,0.86,0.258,0.4607,0.2443,5/19/2006
2006,5,20,140,0.77,0.1571,0.3321,0.1864,5/20/2006
2006,5,21,141,0.72,0.103,0.2585,0.1481,5/21/2006
2006,5,22,142,0.68,0.0716,0.2095,0.1268,5/22/2006
2006,5,23,143,0.65,0.05221,0.1706,0.1123,5/23/2006
2006,5,24,144,0.61,0.04196,0.1427,0.101,5/24/2006
2006,5,25,145,0.61,0.03367,0.12,0.09171,5/25/2006
2006,5,26,146,0.65,0.03278,0.1075,0.0869,5/26/2006
2006,5,27,147,0.69,0.02967,0.09965,0.08069,5/27/2006
2006,5,28,148,0.61,0.02224,0.09078,0.06853,5/28/2006
2006,5,29,149,0.57,0.01733,0.08231,0.06139,5/29/2006
2006,5,30,150,0.56,0.01495,0.0751,0.05736,5/30/2006
2006,5,31,151,0.53,0.01415,0.06899,0.05149,5/31/2006
2006,6,1,152,0.51,0.01471,0.06373,0.05108,6/1/2006
2006,6,2,153,0.53,0.01363,0.05902,0.04808,6/2/2006
2006,6,3,154,0.52,0.01448,0.05488,0.04957,6/3/2006
2006,6,4,155,0.47,0.01496,0.05113,0.0467,6/4/2006
2006,6,5,156,0.44,0.01423,0.04775,0.04264,6/5/2006
2006,6,6,157,0.43,0.01407,0.04473,0.04319,6/6/2006
2006,6,7,158,0.42,0.1177,0.1202,0.1054,6/7/2006
2006,6,8,159,0.47,0.116,0.1015,0.09473,6/8/2006
2006,6,9,160,0.48,0.09204,0.08045,0.08171,6/9/2006
2006,6,10,161,0.46,0.06687,0.07417,0.06569,6/10/2006
2006,6,11,162,0.38,0.04967,0.06916,0.05702,6/11/2006
2006,6,12,163,0.69,0.5483,0.5932,0.314,6/12/2006
2006,6,13,164,0.66,0.4312,0.4647,0.2531,6/13/2006
2006,6,14,165,0.41,0.2715,0.2901,0.1755,6/14/2006
2006,6,15,166,0.39,0.1661,0.1854,0.1227,6/15/2006
2006,6,16,167,0.33,0.1027,0.132,0.0928,6/16/2006
2006,6,17,168,0.3,0.06834,0.1031,0.0694,6/17/2006
2006,6,18,169,0.29,0.04686,0.09191,0.05707,6/18/2006
2006,6,19,170,0.53,0.8984,0.9892,0.5082,6/19/2006
2006,6,20,171,1.77,0.6894,0.7687,0.3812,6/20/2006
2006,6,21,172,0.5,0.402,0.4597,0.2466,6/21/2006
2006,6,22,173,0.32,6.127,7.023,3.194,6/22/2006
2006,6,23,174,5.32,4.357,4.722,2.274,6/23/2006
2006,6,24,175,0.93,2.397,2.475,1.91,6/24/2006
2006,6,25,176,41.34,78.2,78.03,83.12,6/25/2006
2006,6,26,177,87.78,58.5,59.72,53.65,6/26/2006
2006,6,27,178,25.85,38.47,39.45,35.34,6/27/2006
2006,6,28,179,22,15.82,16.44,13.78,6/28/2006
2006,6,29,180,3.6,6.776,7.156,6.26,6/29/2006
2006,6,30,181,2.38,3.234,3.556,3.339,6/30/2006
2006,7,1,182,1.34,1.908,2.237,2.277,7/1/2006
2006,7,2,183,1.12,1.701,2.349,2.012,7/2/2006
2006,7,3,184,1.69,0.988,1.634,1.277,7/3/2006
2006,7,4,185,1.27,1.287,1.956,1.341,7/4/2006
2006,7,5,186,2.26,1.991,2.325,1.739,7/5/2006
2006,7,6,187,5.3,1.733,2.083,1.89,7/6/2006
2006,7,7,188,1.66,1.779,2.323,1.459,7/7/2006
2006,7,8,189,1.14,1.725,1.994,1.176,7/8/2006
2006,7,9,190,1.01,1.292,1.599,1.172,7/9/2006
2006,7,10,191,0.91,1.073,1.371,1.048,7/10/2006
2006,7,11,192,0.85,0.9691,1.244,0.9499,7/11/2006
2006,7,12,193,0.83,1.306,1.765,1.206,7/12/2006
2006,7,13,194,1.63,1.157,1.536,1.057,7/13/2006
2006,7,14,195,1.48,3.904,4.195,2.952,7/14/2006
2006,7,15,196,1.2,3.263,3.285,2.367,7/15/2006
2006,7,16,197,1.14,2.313,2.221,1.9,7/16/2006
2006,7,17,198,0.8,1.79,2.362,1.777,7/17/2006
2006,7,18,199,0.73,1.738,1.779,1.289,7/18/2006
2006,7,19,200,0.73,1.184,1.545,1.053,7/19/2006
2006,7,20,201,0.67,1.192,1.403,0.9226,7/20/2006
2006,7,21,202,0.64,1.117,1.31,0.8532,7/21/2006
2006,7,22,203,0.68,1.261,1.481,0.9355,7/22/2006
2006,7,23,204,1.65,1.168,1.351,0.8807,7/23/2006
2006,7,24,205,0.71,1.082,1.232,0.8262,7/24/2006
2006,7,25,206,0.6,1.101,1.231,0.8372,7/25/2006
2006,7,26,207,0.57,1.053,1.145,0.796,7/26/2006
2006,7,27,208,0.54,1.003,1.081,0.7597,7/27/2006
2006,7,28,209,0.51,0.9836,1.038,0.7403,7/28/2006
2006,7,29,210,0.47,0.9664,1.014,0.7161,7/29/2006
2006,7,30,211,0.46,0.9517,0.9922,0.7101,7/30/2006
2006,7,31,212,0.43,0.9408,0.9712,0.6931,7/31/2006
2006,8,1,213,0.41,0.934,0.9562,0.6776,8/1/2006
2006,8,2,214,0.39,0.9218,0.9442,0.6676,8/2/2006
2006,8,3,215,0.37,0.9123,0.9284,0.6608,8/3/2006
2006,8,4,216,0.61,0.9043,0.9159,0.646,8/4/2006
2006,8,5,217,0.36,0.8875,0.9024,0.6383,8/5/2006
2006,8,6,218,0.31,0.8799,0.8879,0.6208,8/6/2006
2006,8,7,219,1.67,3.892,4.197,2.01,8/7/2006
2006,8,8,220,0.76,3.18,3.225,1.895,8/8/2006
2006,8,9,221,0.44,2.213,2.128,1.703,8/9/2006
2006,8,10,222,0.44,1.925,1.861,1.277,8/10/2006
2006,8,11,223,0.55,2.041,2.321,1.078,8/11/2006
2006,8,12,224,0.37,1.392,1.69,0.8624,8/12/2006
2006,8,13,225,0.3,1.065,1.358,0.7253,8/13/2006
2006,8,14,226,0.28,0.9019,1.168,0.6423,8/14/2006
2006,8,15,227,0.28,0.8197,1.049,0.597,8/15/2006
2006,8,16,228,0.26,0.7755,0.9577,0.5716,8/16/2006
2006,8,17,229,0.24,0.7484,0.8961,0.5463,8/17/2006
2006,8,18,230,0.22,0.7232,0.8474,0.5306,8/18/2006
2006,8,19,231,0.21,0.7119,0.7968,0.502,8/19/2006
2006,8,20,232,0.21,0.6923,0.7588,0.4712,8/20/2006
2006,8,21,233,0.2,0.6801,0.7344,0.437,8/21/2006
2006,8,22,234,0.18,0.6669,0.71,0.4032,8/22/2006
2006,8,23,235,0.17,0.6522,0.6828,0.3822,8/23/2006
2006,8,24,236,0.16,0.6376,0.6624,0.3402,8/24/2006
2006,8,25,237,0.15,0.6205,0.6409,0.307,8/25/2006
2006,8,26,238,0.15,0.6163,0.6288,0.2858,8/26/2006
2006,8,27,239,0.14,0.5978,0.6156,0.2509,8/27/2006
2006,8,28,240,0.14,0.5874,0.5944,0.2231,8/28/2006
2006,8,29,241,0.13,0.5762,0.5821,0.2051,8/29/2006
2006,8,30,242,0.13,0.5633,0.5703,0.2017,8/30/2006
2006,8,31,243,0.16,0.5529,0.559,0.1914,8/31/2006
2006,9,1,244,3.85,16.78,19.52,11.21,9/1/2006
2006,9,2,245,13.93,11.97,13.69,7.266,9/2/2006
2006,9,3,246,1.64,6.088,6.743,3.792,9/3/2006
2006,9,4,247,0.82,3.18,3.404,2.301,9/4/2006
2006,9,5,248,8.78,8.916,9.638,6.252,9/5/2006
2006,9,6,249,2.23,5.595,6.081,3.823,9/6/2006
2006,9,7,250,1.01,3.136,3.427,2.252,9/7/2006
2006,9,8,251,0.73,4.44,4.98,2.959,9/8/2006
2006,9,9,252,1.1,2.948,3.363,2.006,9/9/2006
2006,9,10,253,0.65,1.994,2.14,1.817,9/10/2006
2006,9,11,254,0.58,1.731,2.277,1.071,9/11/2006
2006,9,12,255,0.56,0.9345,1.542,0.712,9/12/2006
2006,9,13,256,0.53,0.632,1.182,0.5323,9/13/2006
2006,9,14,257,2.66,1.815,2.371,1.625,9/14/2006
2006,9,15,258,1.27,2.619,3.134,1.809,9/15/2006
2006,9,16,259,0.89,1.971,2.165,1.163,9/16/2006
2006,9,17,260,0.71,1.628,2.327,0.8788,9/17/2006
2006,9,18,261,0.6,0.7512,1.395,0.6234,9/18/2006
2006,9,19,262,0.53,0.4163,0.9406,0.449,9/19/2006
2006,9,20,263,0.5,0.2684,0.6932,0.3519,9/20/2006
2006,9,21,264,0.45,0.2004,0.5389,0.2967,9/21/2006
2006,9,22,265,0.43,0.1635,0.4432,0.2548,9/22/2006
2006,9,23,266,0.42,0.14,0.3735,0.2278,9/23/2006
2006,9,24,267,0.43,0.1172,0.3171,0.2015,9/24/2006
2006,9,25,268,0.43,0.09543,0.2661,0.1832,9/25/2006
2006,9,26,269,0.4,0.08299,0.233,0.1655,9/26/2006
2006,9,27,270,0.39,0.0772,0.208,0.1535,9/27/2006
2006,9,28,271,0.67,2,1.735,1.324,9/28/2006
2006,9,29,272,2.81,1.696,2.165,1.027,9/29/2006
2006,9,30,273,0.72,1.093,1.315,0.6355,9/30/2006
2006,10,1,274,0.59,0.7241,0.9457,0.4637,10/1/2006
2006,10,2,275,0.53,0.4249,0.6446,0.319,10/2/2006
2006,10,3,276,0.44,0.2716,0.463,0.2372,10/3/2006
2006,10,4,277,0.4,0.1879,0.3591,0.1873,10/4/2006
2006,10,5,278,0.39,1.919,1.682,1.39,10/5/2006
2006,10,6,279,10.62,6.014,6.626,4.401,10/6/2006
2006,10,7,280,3.57,5.768,6.258,3.939,10/7/2006
2006,10,8,281,1.57,3.339,3.547,2.413,10/8/2006
2006,10,9,282,0.93,2.026,2.235,2.016,10/9/2006
2006,10,10,283,0.75,1.572,1.887,1.079,10/10/2006
2006,10,11,284,0.67,0.7275,1.163,0.6648,10/11/2006
2006,10,12,285,0.73,0.5122,0.9437,0.5132,10/12/2006
2006,10,13,286,0.61,0.3635,0.7408,0.3986,10/13/2006
2006,10,14,287,0.55,0.2839,0.5944,0.3251,10/14/2006
2006,10,15,288,0.52,0.2467,0.4967,0.2791,10/15/2006
2006,10,16,289,0.5,0.2271,0.4292,0.2503,10/16/2006
2006,10,17,290,2,2.42,2.6,1.959,10/17/2006
2006,10,18,291,1.8,2.06,2.04,1.745,10/18/2006
2006,10,19,292,0.82,1.958,2.21,1.583,10/19/2006
2006,10,20,293,2.3,2.044,1.811,1.528,10/20/2006
2006,10,21,294,1.07,1.305,1.99,0.941,10/21/2006
2006,10,22,295,0.74,0.9376,1.262,0.6062,10/22/2006
2006,10,23,296,0.66,0.6457,0.8971,0.4445,10/23/2006
2006,10,24,297,0.57,0.4721,0.695,0.3569,10/24/2006
2006,10,25,298,0.54,0.3895,0.5705,0.313,10/25/2006
2006,10,26,299,0.53,0.3525,0.5018,0.2905,10/26/2006
2006,10,27,300,0.67,2.288,2.426,1.87,10/27/2006
2006,10,28,301,7.93,3.444,3.55,2.56,10/28/2006
2006,10,29,302,1.93,2.418,2.381,1.987,10/29/2006
2006,10,30,303,1.19,1.701,1.859,1.787,10/30/2006
2006,10,31,304,0.87,1.551,1.752,0.9864,10/31/2006
2006,11,1,305,0.76,0.8755,1.171,0.687,11/1/2006
2006,11,2,306,1.83,1.459,1.828,1.046,11/2/2006
2006,11,3,307,1.11,1.107,1.421,0.8062,11/3/2006
2006,11,4,308,1.13,0.8025,1.049,0.6463,11/4/2006
2006,11,5,309,1,0.645,0.8209,0.5546,11/5/2006
2006,11,6,310,0.98,0.5721,0.6926,0.514,11/6/2006
2006,11,7,311,1.12,0.7793,0.9009,0.6314,11/7/2006
2006,11,8,312,15.97,12.51,12.63,14.89,11/8/2006
2006,11,9,313,3.57,8.065,7.921,7.94,11/9/2006
2006,11,10,314,1.94,4.327,4.142,4.124,11/10/2006
2006,11,11,315,1.6,2.526,2.335,2.437,11/11/2006
2006,11,12,316,4.56,6.464,6.558,6.97,11/12/2006
2006,11,13,317,6.29,4.533,4.636,4.407,11/13/2006
2006,11,14,318,2.65,2.827,2.876,2.759,11/14/2006
2006,11,15,319,1.81,2.018,2.153,2.083,11/15/2006
2006,11,16,320,36.25,8.585,8.91,9.702,11/16/2006
2006,11,17,321,15.12,5.875,6.108,5.813,11/17/2006
2006,11,18,322,3.4,3.546,3.659,3.525,11/18/2006
2006,11,19,323,2.47,2.367,2.464,2.436,11/19/2006
2006,11,20,324,2,1.893,2.156,2.032,11/20/2006
2006,11,21,325,1.82,1.896,2.375,2.062,11/21/2006
2006,11,22,326,4.16,5.109,5.492,5.356,11/22/2006
2006,11,23,327,9.88,4.14,4.239,3.977,11/23/2006
2006,11,24,328,3.11,2.89,2.854,2.834,11/24/2006
2006,11,25,329,2.08,2.185,2.093,2.169,11/25/2006
2006,11,26,330,1.75,1.938,2.041,2.018,11/26/2006
2006,11,27,331,1.79,2.088,2.405,1.769,11/27/2006
2006,11,28,332,1.64,1.593,1.977,2.054,11/28/2006
2006,11,29,333,1.47,1.495,1.781,1.646,11/29/2006
2006,11,30,334,1.28,1.483,1.662,1.55,11/30/2006
2006,12,1,335,1.27,1.487,1.59,1.525,12/1/2006
2006,12,2,336,1.19,1.504,1.526,1.514,12/2/2006
2006,12,3,337,1.09,1.514,1.479,1.517,12/3/2006
2006,12,4,338,1.08,1.518,1.444,1.505,12/4/2006
2006,12,5,339,1.11,1.524,1.418,1.494,12/5/2006
2006,12,6,340,1.1,1.522,1.392,1.481,12/6/2006
2006,12,7,341,1.05,1.522,1.37,1.478,12/7/2006
2006,12,8,342,1,1.522,1.36,1.476,12/8/2006
2006,12,9,343,0.98,1.518,1.343,1.461,12/9/2006
2006,12,10,344,0.99,1.519,1.327,1.448,12/10/2006
2006,12,11,345,1,1.497,1.318,1.423,12/11/2006
2006,12,12,346,1.06,1.487,1.301,1.413,12/12/2006
2006,12,13,347,1.13,1.661,1.299,1.495,12/13/2006
2006,12,14,348,1.17,1.59,1.356,1.45,12/14/2006
2006,12,15,349,1.19,1.519,1.346,1.411,12/15/2006
2006,12,16,350,1.15,1.478,1.321,1.385,12/16/2006
2006,12,17,351,1.01,1.448,1.292,1.366,12/17/2006
2006,12,18,352,1.01,1.416,1.256,1.333,12/18/2006
2006,12,19,353,0.98,1.394,1.235,1.309,12/19/2006
2006,12,20,354,0.95,1.376,1.212,1.299,12/20/2006
2006,12,21,355,0.96,1.358,1.188,1.291,12/21/2006
2006,12,22,356,1.46,4.453,4.323,3.517,12/22/2006
2006,12,23,357,5.64,3.75,3.425,2.918,12/23/2006
2006,12,24,358,1.68,2.7,2.303,2.234,12/24/2006
2006,12,25,359,2.14,3.694,3.439,2.847,12/25/2006
2006,12,26,360,3.51,2.866,2.671,2.276,12/26/2006
2006,12,27,361,1.81,2.185,1.986,2.015,12/27/2006
2006,12,28,362,1.41,1.888,1.907,2.045,12/28/2006
2006,12,29,363,1.37,1.923,2.177,1.464,12/29/2006
2006,12,30,364,1.26,1.4,1.724,1.289,12/30/2006
2006,12,31,365,1.23,1.274,1.536,1.239,12/31/2006
2007,1,1,1,6.23,3.247,3.333,2.973,1/1/2007
2007,1,2,2,2.63,2.901,2.73,2.559,1/2/2007
2007,1,3,3,1.69,2.208,1.969,2.008,1/3/2007
2007,1,4,4,1.47,1.834,2.382,1.78,1/4/2007
2007,1,5,5,2.4,2.051,2.366,1.824,1/5/2007
2007,1,6,6,2.08,1.722,2.002,1.997,1/6/2007
2007,1,7,7,1.58,2.436,2.02,1.8,1/7/2007
2007,1,8,8,6.48,2.704,2.424,2.161,1/8/2007
2007,1,9,9,2.7,2.169,1.975,1.935,1/9/2007
2007,1,10,10,1.88,1.855,1.876,1.818,1/10/2007
2007,1,11,11,1.56,1.876,2.102,2.016,1/11/2007
2007,1,12,12,1.51,1.335,1.636,1.532,1/12/2007
2007,1,13,13,1.51,1.183,1.413,1.391,1/13/2007
2007,1,14,14,1.72,1.187,1.361,1.379,1/14/2007
2007,1,15,15,1.56,1.133,1.244,1.333,1/15/2007
2007,1,16,16,1.43,1.108,1.146,1.311,1/16/2007
2007,1,17,17,1.25,1.09,1.088,1.293,1/17/2007
2007,1,18,18,1.22,1.072,1.038,1.277,1/18/2007
2007,1,19,19,1.32,1.064,0.9989,1.268,1/19/2007
2007,1,20,20,1.24,1.057,0.972,1.248,1/20/2007
2007,1,21,21,1.2,1.207,0.9491,1.245,1/21/2007
2007,1,22,22,1.4,1.163,0.9305,1.227,1/22/2007
2007,1,23,23,1.45,1.367,1.157,1.219,1/23/2007
2007,1,24,24,1.36,1.236,1.071,1.208,1/24/2007
2007,1,25,25,1.3,1.12,0.9746,1.185,1/25/2007
2007,1,26,26,1.23,1.058,0.9099,1.173,1/26/2007
2007,1,27,27,1.16,1.014,0.8696,1.168,1/27/2007
2007,1,28,28,1.19,0.9902,0.8467,1.149,1/28/2007
2007,1,29,29,1.08,0.9669,0.8279,1.129,1/29/2007
2007,1,30,30,1.02,0.9576,0.8147,1.113,1/30/2007
2007,1,31,31,1.06,0.9394,0.7967,1.088,1/31/2007
2007,2,1,32,0.93,0.9278,0.7859,1.217,2/1/2007
2007,2,2,33,1.02,0.9769,0.8457,1.234,2/2/2007
2007,2,3,34,1.05,0.9404,0.812,1.133,2/3/2007
2007,2,4,35,0.93,0.9057,0.7794,1.064,2/4/2007
2007,2,5,36,0.88,0.8766,0.7481,1.024,2/5/2007
2007,2,6,37,1.15,0.8545,0.7308,0.9969,2/6/2007
2007,2,7,38,0.96,0.839,0.7127,0.9719,2/7/2007
2007,2,8,39,0.91,0.8262,0.6967,0.9545,2/8/2007
2007,2,9,40,0.85,0.8036,0.686,0.9398,2/9/2007
2007,2,10,41,0.82,0.7916,0.6665,0.9104,2/10/2007
2007,2,11,42,0.79,0.7768,0.6569,0.9029,2/11/2007
2007,2,12,43,0.74,0.7758,0.655,0.8805,2/12/2007
2007,2,13,44,1.05,0.7556,0.6378,0.8692,2/13/2007
2007,2,14,45,1.46,0.7418,0.6254,0.853,2/14/2007
2007,2,15,46,1.24,0.723,0.6144,0.8305,2/15/2007
2007,2,16,47,0.91,0.7011,0.5949,0.819,2/16/2007
2007,2,17,48,0.85,0.6922,0.5843,0.8015,2/17/2007
2007,2,18,49,0.79,0.6716,0.5723,0.7808,2/18/2007
2007,2,19,50,0.96,0.6581,0.5573,0.7696,2/19/2007
2007,2,20,51,1.07,14.23,15.35,10.67,2/20/2007
2007,2,21,52,6.37,9.787,11.55,9.266,2/21/2007
2007,2,22,53,6.65,5.167,5.891,6.907,2/22/2007
2007,2,23,54,3.88,2.875,3.079,3.8,2/23/2007
2007,2,24,55,2.06,1.892,2.171,2.252,2/24/2007
2007,2,25,56,2.05,1.723,1.977,2.094,2/25/2007
2007,2,26,57,3.26,1.749,1.883,1.385,2/26/2007
2007,2,27,58,5.15,2.284,2.365,1.425,2/27/2007
2007,2,28,59,4.22,1.829,2.046,1.279,2/28/2007
2007,3,1,60,2.69,2.149,2.437,1.545,3/1/2007
2007,3,2,61,11.75,2.392,2.568,3.122,3/2/2007
2007,3,3,62,3.6,2.024,2.034,2.626,3/3/2007
2007,3,4,63,2.37,2.12,2.388,2.073,3/4/2007
2007,3,5,64,1.91,1.249,1.655,1.843,3/5/2007
2007,3,6,65,1.64,1.087,1.297,1.954,3/6/2007
2007,3,7,66,1.55,0.9408,1.109,1.47,3/7/2007
2007,3,8,67,1.59,0.8531,0.9927,1.357,3/8/2007
2007,3,9,68,1.5,0.8896,1.01,1.328,3/9/2007
2007,3,10,69,1.48,0.861,0.9411,1.381,3/10/2007
2007,3,11,70,1.83,0.8322,0.8666,1.36,3/11/2007
2007,3,12,71,1.5,0.8119,0.8169,1.346,3/12/2007
2007,3,13,72,1.4,0.8024,0.7753,1.333,3/13/2007
2007,3,14,73,1.39,0.7861,0.747,1.312,3/14/2007
2007,3,15,74,1.45,1.927,1.92,2.089,3/15/2007
2007,3,16,75,21.83,13.99,14.06,16.65,3/16/2007
2007,3,17,76,10.45,8.759,8.676,9.007,3/17/2007
2007,3,18,77,3.6,4.704,4.566,4.963,3/18/2007
2007,3,19,78,2.51,2.76,2.62,3.212,3/19/2007
2007,3,20,79,2.13,1.94,2.064,2.369,3/20/2007
2007,3,21,80,1.86,1.777,2.102,2.139,3/21/2007
2007,3,22,81,1.81,1.316,1.545,1.841,3/22/2007
2007,3,23,82,1.75,1.111,1.299,1.707,3/23/2007
2007,3,24,83,1.83,1.016,1.182,2.107,3/24/2007
2007,3,25,84,1.77,0.9691,1.087,1.732,3/25/2007
2007,3,26,85,1.63,0.9467,1.02,1.629,3/26/2007
2007,3,27,86,1.68,0.9385,0.969,1.603,3/27/2007
2007,3,28,87,1.54,0.928,0.9316,1.578,3/28/2007
2007,3,29,88,1.42,0.9269,0.9063,1.556,3/29/2007
2007,3,30,89,1.4,0.926,0.8841,1.553,3/30/2007
2007,3,31,90,1.4,0.9216,0.8609,1.53,3/31/2007
2007,4,1,91,1.41,0.9102,0.8467,1.508,4/1/2007
2007,4,2,92,1.44,0.9161,0.8352,1.509,4/2/2007
2007,4,3,93,1.41,0.9102,0.8197,1.49,4/3/2007
2007,4,4,94,1.78,0.9121,0.8238,1.483,4/4/2007
2007,4,5,95,1.46,0.895,0.8143,1.462,4/5/2007
2007,4,6,96,1.34,0.8863,0.7914,1.441,4/6/2007
2007,4,7,97,1.33,0.8805,0.7888,1.422,4/7/2007
2007,4,8,98,1.32,0.8629,0.7722,1.407,4/8/2007
2007,4,9,99,1.25,0.8549,0.7615,1.385,4/9/2007
2007,4,10,100,1.27,0.8445,0.7503,1.364,4/10/2007
2007,4,11,101,1.27,1.288,1.395,1.653,4/11/2007
2007,4,12,102,4.56,2.249,2.15,1.997,4/12/2007
2007,4,13,103,2.19,2.023,1.726,1.934,4/13/2007
2007,4,14,104,1.59,2.028,1.922,1.96,4/14/2007
